 House Courage Kindness Lucidity Intelligence Creativity Loyalty "Cold blood" Sincerity Ambition Wisdom
65 Gryffindor 3.7429503255413494 4.513882212092388 6.40063375289753 7.5083335445943655 3.598295698303591 7.5666316088199554 4.921729417081586 5.470568345497618 6.644556267284834 6.163208086105777
66 Gryffindor 4.112800369323345 1.5893433927789535 7.0991277222438836 5.533253885622661 1.968535325661004 2.361326455982214 2.0845189119070895 4.5607882241500155 3.267582682979213 2.9549576073501838
67 Gryffindor 2.9131906967238157 3.505493235330044 7.775683818612109 3.681238632794797 5.760989747499977 9.195611935279546 4.796109863948023 6.065906087361663 3.0140636423168408 3.9258109891178443
68 Gryffindor 5.126383601124063 3.232105467829984 3.389565947469753 1.0172536267017724 5.148143780428604 3.6325749298203283 4.887622858414328 6.247713103795126 4.940786962797746 4.846435545741413
69 Gryffindor 3.951322459783945 5.158032649094309 7.867898264917825 7.916490040698503 7.01098604959626 6.531349963537208 1.3296203334902903 4.078017493612272 4.668765143394512 9.959605482602885
70 Gryffindor 3.2632720307418106 5.174445548536407 4.402943798447586 4.708241989411887 4.306204340406546 4.288486268257796 0.8828372846086965 0.9226697131412542 6.817166952805092 4.447889824885054
71 Gryffindor 3.260931619923678 3.2638620485540986 4.407676792413787 5.015286951577878 6.446871544702686 7.430430170045451 3.7525007675840776 3.3914236837255265 3.0486670738510075 5.038445024861841
72 Gryffindor 2.4241154468350503 4.911424958437699 6.501909732907239 4.858261367635413 1.4135389042965203 2.830251835205474 4.243934840784771 6.694400900693365 5.213387376126325 3.291585361780262
73 Gryffindor 2.7159300309829355 2.3636186168636595 4.270231687090888 8.162342574076465 4.750485277686541 3.0130888505743956 4.027927676343821 4.177702447080548 1.6205840618396115 1.9636764013046235
74 Gryffindor 4.4129358921872015 4.227308017459051 6.432074472344618 2.878680422447312 4.927782196795452 6.31516653911466 5.369573980151126 3.4579617839355548 3.691402140578906 8.053177532268695
75 Gryffindor 1.8877872924820456 7.708750176416059 4.230819250433489 0.0 3.833161258192319 6.133552009130245 2.9994298122850176 7.555870744260165 3.0259593012637582 3.358663836622415
76 Gryffindor 5.406424761343933 5.145462865123394 4.30933530037416 6.790663627573802 4.611061952191862 4.033278419368504 6.105664655051545 6.4933959747524606 4.691554385965601 3.4005590056087245
77 Gryffindor 3.7186862343387057 6.101642181610723 3.4790827617116022 3.152099580436226 4.960180677844479 5.370610118629349 4.3079875287013465 5.933566663679828 3.028414368298688 4.6468996781481655
78 Gryffindor 2.6611857560411627 4.542645927940371 7.036079525485651 4.953358213889712 2.453645939442387 3.287927378802176 5.108432669534219 7.052405127257796 5.063968027750104 3.0912697841819137
79 Gryffindor 4.427258147210558 2.365055688902588 6.640012283486964 3.0307376089096865 8.348374651596316 3.1417175135524995 4.4045465877493255 5.228037496500014 3.3861362105018014 1.7287314424929168
80 Gryffindor 3.4325695081258623 3.774107844104986 4.120635452843866 6.61460802302421 4.444528538589885 1.5800637448735424 3.753873859493628 3.053565188474922 2.3190301066469314 5.0987546655560925
81 Gryffindor 4.4325247539878045 5.549383024686284 2.817389006821732 3.749039100458655 7.992889948685957 5.143027460821669 2.7199384351247105 2.761822353879158 8.40707087942719 6.7110017764356735
82 Gryffindor 3.561094456992806 3.468751396253884 8.510830245824454 5.668389361602387 3.4076851679587863 6.787556135268411 4.015912215300357 4.027533937982938 2.4896585756942664 5.972080743227329
83 Gryffindor 6.307439317926752 4.820115055074869 6.042193831821167 3.5237522588227375 6.657777449345249 6.697127393833201 4.918342726864103 7.370402954694576 4.454710742938616 4.114216657920364
84 Gryffindor 3.4656352968439355 2.5899741606984135 7.577565355595395 4.095865787309122 7.154231280858845 4.869167198879198 3.5475224215649233 4.41009324725801 0.42882939654743446 3.5692207493253214
85 Gryffindor 1.8964269219592444 6.255045947382845 3.427861573101735 2.846964450094913 7.621097893800634 3.360083518236607 4.586618781331255 6.1354031130993505 3.7390624939989885 5.27126677060804
86 Gryffindor 2.9119237284275545 3.745656053036861 4.7274031356321435 5.126199474943979 7.186417048502447 6.153289273285817 3.064064875403584 6.3451879752396785 9.918692411162054 4.131420566795834
87 Gryffindor 3.792958245500071 4.3548626711406 5.48000733565728 4.0808743967125825 5.620317988949203 5.6807005286912835 3.9002572051161937 3.663437113524645 3.62715795696233 3.3508851193455054
88 Gryffindor 3.2145786283661932 3.490959379937257 5.546303811986197 2.915023195768212 4.837204068963246 4.92199259460657 3.6823448913198864 6.0346507760210475 3.352559874671763 0.7080256568907564
89 Gryffindor 3.8781793283473385 0.7710410062465229 8.400875601110238 1.8637970079219794 5.939384760225516 6.657880951879582 5.0592615808413335 6.818509038683285 2.3688165610210623 2.3169359458521073
90 Gryffindor 3.2122498148957783 4.1953160773911025 7.3163575730291655 3.5959735244504203 8.902058606196722 1.664239450109336 2.4081964972605174 3.4859058381646326 6.414956525010083 5.253199943453386
91 Gryffindor 3.384629475890135 6.579103580455614 7.619660166366639 3.4390558911187012 6.9262469697901405 6.043239298367106 3.550137123750258 4.730375897144508 2.763117170824525 2.2688973072901386
92 Gryffindor 4.599260779054289 0.9468949857257197 6.324636333089692 4.187966411751873 6.211422967124963 3.9097626923857627 3.703559011770953 6.737393219092053 3.948549120865705 6.410306810834866
93 Gryffindor 4.078828041345346 6.773388268203661 6.679456972771009 3.686571938313267 7.021614897235507 5.191057611729634 3.623020874892145 3.4856001157338112 7.496699182205209 7.6400096328349925
94 Gryffindor 2.6170990650127157 3.349443910705202 4.545461528675454 3.8902432069605752 4.302380847860759 4.493832500747973 3.254124743447521 4.968794493089722 6.729284682491158 5.289839250602107
95 Gryffindor 2.5076021387637963 5.561407129249011 5.579435731840842 4.123136890176463 8.45880528721247 4.155454584637948 3.7535885400590914 5.745569996259036 4.147578412690189 5.139819546140055
96 Gryffindor 3.209931488641803 6.561053855250638 3.4358183770505213 5.780712445876354 7.4072757726669085 4.837504257117856 6.929488480505988 4.1376717397675105 5.09622967014325 2.976736395141484
97 Gryffindor 2.548955310814975 4.043552786720401 4.377162818890007 5.510414531864495 5.964495606363358 6.528685143309855 5.615789198712292 2.624015515293166 6.380591535347586 4.030466710185926
98 Gryffindor 3.660246483739514 6.205391379650011 4.382304618407095 5.863495747898888 4.867024941595253 2.4657617252081345 3.9983491355134197 5.461100533734462 5.463654116441049 5.6567759562075395
99 Gryffindor 3.2991520108965258 3.7950798991555823 5.009095044689307 6.236987578744191 6.5037556571602195 3.8623790290589097 3.1391814459603435 0.8211358116677846 5.664333375977869 4.0368403087599285
100 Gryffindor 4.292840376201185 3.6113883282923847 4.983262433741983 5.194496668621485 3.527566898269228 5.772522701041264 4.987285211110749 4.258181620721216 1.9712961510512401 4.349876329097297
101 Gryffindor 4.262211093172194 5.450522785917081 5.434544089434419 7.607716374303346 6.29119367260304 7.705861960944565 4.201600053918079 8.602264463856926 2.2307221719904793 4.16991109755033
102 Gryffindor 3.453899222534979 2.842133320040599 2.3070052522773428 6.608069781458065 2.913849426871857 6.858774702967191 4.354238822479309 7.02673903210198 2.5418628873638722 3.45195649830473
103 Gryffindor 2.466652374895224 2.9940378355007264 4.149399007209974 7.554385774100819 1.9302785339899584 0.0 3.7112479768247244 3.5147040166657106 5.3679977843455156 7.288552654089903
104 Gryffindor 3.696239854685015 5.489574784735533 7.631528923359069 3.1461336497395385 7.124503381277511 6.095152605557494 4.516196243215382 4.878225000410919 5.511569242249202 5.567822008305913
105 Gryffindor 3.451723452391981 5.843905471472953 4.991431949695685 2.8853007644131736 5.087153974407499 5.225038662854845 3.4803870134799464 5.200058642783999 4.63606549396879 8.354709792961469
106 Gryffindor 3.9541592555121063 3.9355044923803617 4.685105737972986 7.503635806630711 6.441573047015334 4.485369686670188 5.271473625194026 0.0 6.455608595773862 4.673611224709217
107 Gryffindor 4.449765883776633 4.94140204318697 7.081968317359923 0.8987480462173252 3.9682479379694033 1.8807158704419937 3.1119616262330108 5.379220510408107 3.633211987240461 3.738691992453548
108 Gryffindor 3.904124118946059 2.6426096404172963 4.5246367955315385 7.0298201966034535 2.7921726639589526 6.337213638643114 2.7588231633274 5.760650762577974 5.824140755953762 5.81317390773533
109 Gryffindor 3.6524699213256744 3.454534266413052 5.237005909356878 4.082950974882065 10.0 5.833664667824801 5.00253594622294 7.173326333470994 3.69792708827414 2.962782225056943
110 Gryffindor 4.38303885428076 4.607844650584855 4.395817768671357 2.2596294228167877 4.895569468537878 1.044221481503766 4.298081583350039 6.361412763158587 3.455877238250635 7.965355903570246
111 Gryffindor 5.647725634159289 5.669657334072948 10.0 2.1686008218463173 3.3893066991009517 1.123839244081016 2.8538549287332065 7.244939506524869 6.168171543977181 6.229029798756427
112 Gryffindor 4.714114718225926 7.773951868249257 5.046131684065367 4.71804506295805 5.133458617906646 4.770992538993071 5.089456279163401 4.644127097079093 5.559076946781147 3.2966532781161146
113 Gryffindor 3.466165636114685 3.9081519555446 3.417683073001707 3.6572652371329797 3.712079341471303 6.313931713517569 5.197554259165323 4.817712537793252 6.440026047469013 5.806837473057397
114 Gryffindor 5.707825925361179 2.6377993765978576 1.6488295809085702 4.526031987960338 5.159066143871398 5.0530368431657795 4.951961111813581 3.7099617670526492 6.955326851505489 2.874078682617618
115 Gryffindor 5.184128372705091 3.5147858861151855 3.101493256453937 3.770583978196779 7.0947737123089905 1.1124245840025477 5.954677324128108 6.624697346178975 2.439820899941375 5.010979430725796
116 Gryffindor 4.626224625682283 2.934291341417322 3.454371062675028 5.209690629905184 7.509460944652776 2.5709239448729306 4.812735339257091 3.91513206999581 6.059672010585224 6.972820306040402
117 Gryffindor 1.6445318988762825 4.616695288740232 3.6509063316584256 4.260857462324815 3.7115779363069157 3.4783304576026213 5.225138739059439 2.9706739228309633 6.257799283702735 3.381995287186037
118 Gryffindor 3.7023836317683485 3.7532679600098504 6.274422933177929 5.309639666300231 7.21734775462727 2.70069236122473 5.49157144418174 3.7771990204421453 3.109962280464524 5.612481360893595
119 Gryffindor 3.179498680333215 4.634885972823865 5.610838378987625 3.896279142213958 7.821592607783958 5.476618499047547 3.5240022542460814 5.378491683401441 0.3905337642273971 6.1715066427691125
120 Gryffindor 2.7114424803852115 4.717458725263042 3.4033164170673813 4.513538541388499 8.017479020521263 3.393551033648903 2.5328774716693996 6.679511792382618 7.326827201066384 8.21059109518153
121 Gryffindor 4.2035322465301 4.464269079730717 5.189138148866375 5.35012508907212 6.788269178517762 5.123523296535283 3.9932208020602356 7.339758755824141 9.1435044902549 7.370751302433308
122 Gryffindor 5.20793540604056 3.6428567088245236 5.137597806168096 6.0325866701620265 6.5482652607600755 6.159985916979788 3.263027049279126 3.847096183045648 4.253935122815117 1.917829314513755
123 Gryffindor 2.9584612407383135 3.248467959895536 5.556447409300146 4.606951547983289 2.668527671556458 3.372342381331313 3.6495364183806034 6.248253522316612 7.733548101798919 6.040665170254122
124 Gryffindor 5.540821247396659 4.977486744798956 6.03793315756749 3.9101607906851408 3.950750289934035 7.319152509317686 2.377950504985181 5.888248452115498 1.1679946213871877 4.899813873836622
125 Gryffindor 3.5493315970438544 4.5805006733625095 4.784270389003915 4.519391715531846 1.2109283227650376 4.8660432049146065 4.081327158621913 3.950981753192326 4.222938154667929 4.048021142513511
126 Gryffindor 3.513349161721516 4.658442289346413 6.792933173498953 1.5938447318828295 8.505260114514403 5.322343710763633 5.020368560272351 5.763576023441862 3.850841423280867 8.04819042327967
127 Gryffindor 5.5728537852030495 2.3773432907724894 5.238253859979841 5.821314602552175 8.321758439625546 2.989894210157107 4.683046907767542 3.0872408492994348 2.9088496706387277 1.0764313138256154
128 Gryffindor 2.6875127736103845 4.482964620001159 0.8585846892630364 4.659896253131035 5.4417735683057415 3.7330283478495585 4.611794064947451 4.210344445573981 4.033752000677152 4.47139404614827
129 Gryffindor 4.482752487088059 3.4225016512931434 4.622117888100258 5.278832605778958 7.6865566593411465 5.228134462877759 4.200891920584145 3.4844184164041754 1.7885605924092314 6.239157059117254
130 Gryffindor 4.618895979895298 3.940969089237329 5.4380746588301445 5.0087715108430055 4.760090849193437 4.97038474382502 3.5567094779199353 6.621626409984154 2.4108678491873077 4.44448407094188
131 Gryffindor 2.6045209136710854 4.797800801255115 6.006833822814396 6.5888645060878765 3.4761064785720923 1.7932208816878057 1.470571223670197 6.146622004994531 3.052908964663903 3.168929842931037
132 Gryffindor 3.7614521565455763 1.6436854817951032 8.951075249437311 6.136467391147191 7.481331733007295 3.5084999947937767 3.5845197923652052 3.34316549623429 4.803227508358578 5.915069432962725
133 Gryffindor 4.667411769510473 6.188136157105632 5.620085988597902 4.856744724940507 5.329004754182933 3.1262764393032887 3.7167923652162185 4.162761692594157 4.71609252003628 3.176711229789888
134 Gryffindor 5.273763096760601 4.164662743487376 3.548482343479897 3.925634635687698 5.723202658199677 7.83535598436504 4.142261586157005 5.196132695045886 5.720649614026076 4.035958619686345
135 Gryffindor 4.667269203609366 2.9863674390776844 3.904696927803914 3.553960409464161 6.390224121722898 2.027210701005403 5.371623245979755 7.457348558833249 3.176248277426697 3.795634034846302
136 Gryffindor 4.872423235331622 7.505517868404404 4.899184846747255 2.6140088001680084 5.754809289732721 5.318858183051872 3.450043814797382 8.442407991759406 7.522166245248317 3.2938486873086887
137 Gryffindor 5.803738366435882 3.074173463192799 8.283799160021486 7.513183872556556 2.0812426260297636 4.586322554004983 3.534711225375137 8.772693999843446 4.342586810311413 5.233061813470345
138 Gryffindor 4.085696020616123 2.5789562083837376 6.158482274091531 3.075144253174921 4.905075688593161 4.4394316009896535 3.2817914722862973 5.4440783960662955 4.957022503728561 3.2681862361017355
139 Gryffindor 4.892734690074136 4.660064844923109 6.6835278941600915 5.311270230919332 2.470103899915751 5.5520982859928285 2.960520748821367 5.516518634934952 3.2065054365160406 3.093121913535298
140 Gryffindor 3.7363690964909284 0.0 3.9547821546407507 6.011511171603844 9.076326258755845 7.349433400123337 3.3639759044752475 4.642022483644754 4.755370634712882 7.356832182400172
141 Gryffindor 3.293064627807875 5.330447946198804 5.58027505121741 3.240650500689233 6.41896638049385 7.19178014377845 3.1764046738771428 5.565840275730718 3.8693679520803843 4.430854838133363
142 Gryffindor 3.204430696904145 2.9910888394251383 8.423792039047681 3.3264630657903997 7.347081029487526 3.8007756769261687 4.072710101503887 3.8702422447597504 3.0534106404976473 2.850755490438593
143 Gryffindor 4.96686122489089 4.729552684400105 6.1569804475584275 4.2993009705722915 6.327776778532126 4.704019789545046 4.389736327660754 4.393841558522508 5.901631059313074 8.532484117649025
144 Gryffindor 4.112659402271568 6.036251409955526 5.340069013814755 4.156417627064936 7.908287803942379 6.9204416580096675 4.48163885682587 3.832591085800669 1.4599127645393872 6.773427769815036
145 Gryffindor 4.676580512777508 3.412929430294462 5.801815903089697 4.861090361140353 4.660979133589869 5.181574829581478 3.5859722805078995 6.622618262913194 2.999209763394081 0.0
146 Gryffindor 5.0687767761255325 2.581327575750623 6.162886191934236 5.949104310340177 6.338578068420261 3.2919323983519986 2.5317564123630927 5.604417477174055 4.451064578940645 6.260131316953073
147 Gryffindor 5.260614977653866 2.1056290969285776 5.434183769632811 4.722846810399982 6.7779714618794 1.771575324286804 5.300035878182323 3.7062188339893627 4.623606709901649 7.824592202675861
148 Gryffindor 3.8870962386595846 3.3495841465783123 8.765867373314833 5.742747479497728 3.508610725931571 5.81258393457425 6.004601020533845 3.433190772563548 2.8333040484870677 7.712787380176366
149 Gryffindor 3.6586397998799627 3.4377268612661305 6.081659671255416 4.901783086240941 7.1409849659584 9.28023092033407 3.5015024151047385 3.705227191225423 0.4243286401293384 10.0
150 Gryffindor 4.3432403197640195 4.45289630529178 2.2828577363029416 3.1827977716120346 6.307493246694631 7.234838741088465 3.4792165653054967 2.9852758694212116 4.17160619218771 5.645798904920283
